eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
197002030002,1970,2,3,,0,,217,United States,1,North America,New York,New York City,40.697132,-73.931351,1,0,Manhattan,"2/3/1970: In a series of related attacks, an incendiary device was ignited at Alexander's Department Store in Manhattan, New York, United States.  The device was immediately doused with water and did not cause any damage.",1,1,1,0,,,1,0,0,7,Facility/Infrastructure Attack,,,,,1,Business,7,Retail/Grocery/Bakery,Alexander's Department Store,Alexander's Department Store in Manhattan,217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,20,Gasoline or Alcohol,,,,,,,,,,,,,Incendiary device,0,0,0,0,0,0,0,,,,The device was doused with water by a security guard immediately after it ignited,0,,,,,,,0,,,,,,,,,"Part of a multiple attack with 197002030001.  The incendiary device was thought to be similar to the one in 197002030001, but it was destroyed before authorities could make any conclusions.  An incendiary device in a cigarette package was also used by MIRA in an attack against a store in New York City one year after this incident. (197103190002)  Many different terrorist groups targeted in New York Department Stores in early 1970s.  This attack might be linked with 197002020001.","Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","""Alexander's Stores Survive 2 Bombs With No Damage,"" New York Times, February 4, 1970.","""Fire Bomb is Found in Alexander Store,"" New York Times, February 5, 1970.",Hewitt Project,-9,-9,0,-9,"197002030001, 197002030002"
197002040001,1970,2,4,,0,,217,United States,1,North America,Ohio,Akron,41.084195,-81.514059,1,0,Outside apartment complex,"2/4/1970: In an attack suspected of being connected with the Iowa Beef Packer's Strike, a dynamite bomb exploded near a parked car in Akron, Ohio, United States.  There were no casualties and the car sustained only minor damages.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,73,Vehicles/Transportation,Car,,217,United States,,,,,,,,,,,,,,,,,Strikers,,,,,,The attack occurred during the violent Iowa Beef Packers strike.,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives,28,Dynamite/TNT,,,,,,,,,,,,,Dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Minor damages,0,,,,,,,0,,,,,,,,,"This attack might be linked with other episodes of violence during the Iowa Beef Packers strike (197001220002, 197001300001, and 197001300002)","Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.",,,Hewitt Project,-9,-9,0,-9,
197002060001,1970,2,6,,0,,217,United States,1,North America,Colorado,Denver,39.758968,-104.876305,1,0,School Bus Parking Lot,"2/6/1970: Unknown anti-desegregationists detonated at least twelve dynamite bombs damaging thirty-nine vehicles, most of them school buses, in Denver, Colorado, United States.  There were no casualties.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,19,Transportation,99,Bus (excluding tourists),Transportation of Denver City Schools,Denver City School Buses,217,United States,,,,,,,,,,,,,,,,,Black Nationalists,,,,,,Sabotage/protest the integration of Denver City Schools.,0,,,0,3,-99,0,,,,,,,,,,6,Explosives,28,Dynamite/TNT,,,,,,,,,,,,,At least 12 dynamite bombs were set off under the gas tanks of the vehicles.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),200000,The explosion destroyed 24 buses and 4 trucks while damaging 15 school buses and 6 other vehicles.,0,,,,,,,0,,,,,,,,,"School buses played a significant role in transporting Black students to integrated schools.  Approximately 1/3 of Denver's school buses were put out of commission.  Three white males were seen running from the scene shortly before the explosion, however, no perpetrators were ever apprehended.","Anthony Ripley, ""Denver Blasts Destroy 24 School Buses,"" New York Times, February 7, 1970.","Marcia McKnight Trick, ""Chronology of Incidents of Terroristic, Quasi-Terroristic, and Political Violence in the United States: January 1965 to March 1976,"" National Advisory Committee on Criminal Justice Standards and Goals: Report of the Task Force on Disorders and Terrorism, 1976.",,Hewitt Project,-9,-9,0,-9,
197002060002,1970,2,6,,0,,217,United States,1,North America,Washington,Seattle,47.610786,-122.331306,1,0,Central District,"2/6/1970: Suspected White Racists detonated a bomb at the house of State Senator Fred Dore in Seattle, Washington, United States.  There were no casualties, but the house sustained major damages.  Dore was a White sympathizer of African American causes.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,White politician who represented a Black constituency,Fred Dore,217,United States,,,,,,,,,,,,,,,,,White extremists,,,,,,To intimidate/show dissatisfaction with White sympathizers of the African American cause.,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives,28,Dynamite/TNT,,,,,,,,,,,,,Dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),1000,The house was badly damaged.,0,,,,,,,0,,,,,,,,,"The  general consensus among sources is that the attack was carried out by White Racists.  After the incident Senator Dore moved to another part of town.  This attack has been linked with the bombing of the home of Seattle State Legislator David Sprague (197004190004).  On the same day as this incident, a Jewish synagogue was bombed in Seattle (197002060003).","Earl Caldwell, ""Fear Grows in Seattle as Police Urge F.B.I. Help on Bombings,"" New York Times, April 26, 1970.","Steven V. Roberts, ""Bombings on Rise Over the Nation,"" New York Times, March 13, 1970.","Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.",Hewitt Project,-9,-9,0,-9,
197002060003,1970,2,6,,0,,217,United States,1,North America,Washington,Seattle,47.610786,-122.331306,1,0,,"2/6/1970: Unknown perpetrators detonated a bomb at a synagogue in Seattle, Washington, United States.  There were no casualties but the building as well as surrounding residences sustained minor damage.   During this time period, there were numerous bombings in the Seattle area.",1,1,1,1,2,Other Crime Type,0,1,0,3,Bombing/Explosion,,,,,15,Religious Figures/Institutions,86,Place of Worship,Jewish Synagogue,,217,United States,,,,,,,,,,,,,,,,,White extremists,,,,,,,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives,28,Dynamite/TNT,,,,,,,,,,,,,Dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Door of synagogue damaged and windows shattered at nearby houses,0,,,,,,,0,,,,,,,,,This might be linked with 197001280002.  Both were bombings occurred against synagogues in Seattle.  This incident took place on the same day that Washington State Senator Frank Dore's home was bombed (197002060002).,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.",,,Hewitt Project,-9,-9,0,-9,
197002060004,1970,2,6,,0,,217,United States,1,North America,Puerto Rico,Dorado,18.460791,-66.264884,1,0,,"2/6/1970: In a series of related events, the Armed Revolutionary Independence Movement (MIRA) claimed credit for igniting firebombs at a Selective Service office in Dorado, Puerto Rico.  There were no casualties and it is unknown if the firebombs caused any damage.",1,1,1,0,,,1,1,0,7,Facility/Infrastructure Attack,,,,,2,Government (General),21,Government Building/Facility/Office,Selective Service,Selective Service office in Dorado Puerto Rico,217,United States,,,,,,,,,,,,,,,,,Armed Revolutionary Independence Movement (MIRA),,,,,,To fight imperialism and exploitation.,0,,,0,-99,-99,1,1,Letter,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Firebomb,0,0,0,0,0,0,-9,4,Unknown,,It is unknown if the firebombs caused any damage,0,,,,,,,0,,,,,,,,,Part of a multiple attack with 197002060005 and 197002060006.  The three attacks occurred within 30 minutes of each other.  MIRA claimed this attack along with 197002080002 and 197002090003 in the same mimeographed sheet sent to the news media.,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","""Puerto Rican Group Describes Bombings,"" New York Times, February 13, 1970.",,Hewitt Project,0,1,0,1,"197002060004, 197002060005, 197002060006"
197002060005,1970,2,6,,0,,217,United States,1,North America,Puerto Rico,Rio Piedras,18.386932,-66.061127,1,0,,"2/6/1970: In a series of related events, the Armed Revolutionary Independence Movement (MIRA) claimed credit for igniting firebombs at a General Electric facility in Rio Piedras, Puerto Rico.  There were no casualties and it is unknown if the firebombs caused any damage.",1,1,1,0,,,1,1,0,7,Facility/Infrastructure Attack,,,,,21,Utilities,107,Electricity,General Electric,,217,United States,,,,,,,,,,,,,,,,,Armed Revolutionary Independence Movement (MIRA),,,,,,To fight imperialism and exploitation.,0,,,0,-99,-99,1,1,Letter,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Firebomb,0,0,0,0,0,0,-9,4,Unknown,,It is unknown if the firebombs caused any damage,0,,,,,,,0,,,,,,,,,Part of a multiple attack with 197002060004 and 197002060006.  The three attacks occurred within 30 minutes of each other.  MIRA claimed this attack along with 197002080002 and 197002090003 in the same mimeographed sheet sent to the news media.,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","""Puerto Rican Group Describes Bombings,"" New York Times, February 13, 1970.",,Hewitt Project,0,1,0,1,"197002060004, 197002060005, 197002060006"
197002060006,1970,2,6,,0,,217,United States,1,North America,Puerto Rico,Carolina,18.441963,-66.026316,1,0,Isla Verde district,"2/6/1970: In a series of related events, the Armed Revolutionary Independence Movement (MIRA) claimed credit for igniting firebombs at Hotel San Juan in Carolina, Puerto Rico.  There were no casualties and it is unknown if the firebombs caused any damage.",1,1,1,0,,,1,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,8,Hotel/Resort,Hotel,San Juan Hotel,163,Puerto Rico,,,,,,,,,,,,,,,,,Armed Revolutionary Independence Movement (MIRA),,,,,,To fight imperialism and exploitation.,0,,,0,-99,-99,1,1,Letter,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Firebomb,0,0,0,0,0,0,-9,4,Unknown,,It is unknown if the firebombs caused any damage,0,,,,,,,0,,,,,,,,,Part of a multiple attack with 197002060004 and 197002060005.  The three attacks occurred within 30 minutes of each other.  MIRA claimed this attack along with 197002080002 and 197002090003 in the same mimeographed sheet sent to the news media.,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","""Puerto Rican Group Describes Bombings,"" New York Times, February 13, 1970.",,Hewitt Project,0,1,0,1,"197002060004, 197002060005, 197002060006"
197002060007,1970,2,6,"February 6-9, 1970",0,,217,United States,1,North America,Massachusetts,Boston,42.3505,-71.105399,1,0,Boston University,"2/6/1970: Unknown perpetrators firebombed an R.O.T.C. office at Boston University in Boston, Massachusetts, United States.  There were no casualties but the resulting fire damaged the office.",1,1,1,1,2,Other Crime Type,0,1,0,7,Facility/Infrastructure Attack,,,,,4,Military,28,Military Recruiting Station/Academy,R.O.T.C.,"R.O.T.C. office, Boston University",217,United States,,,,,,,,,,,,,,,,,Student Radicals,,,,,,To protest the R.O.T.C. program,0,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Molotov cocktail,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Fire damage,0,,,,,,,0,,,,,,,,,,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","Christopher Hewitt, ""Political Violence and Terrorism in Modern America: A Chronology,"" Praeger Security International, 2005.",,Hewitt Project,-9,-9,0,-9,
197002070003,1970,2,7,,0,,217,United States,1,North America,Wisconsin,Whitewater,42.838355,-88.743224,1,0,Wisconsin State College,"2/7/1970: Unknown perpetrators set a fire in Old Mail Hall at Wisconsin State College in Whitewater, Wisconsin, United States.  There were no casualties but the building sustained an estimated $1,000,000 in damages.",1,1,1,1,2,Other Crime Type,0,1,0,7,Facility/Infrastructure Attack,,,,,8,Educational Institution,49,School/University/Educational Building,Wisconsin State College,"Old Mail Hall, Wisconsin State College",217,United States,,,,,,,,,,,,,,,,,Student Radicals,,,,,,,0,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,18,Arson/Fire,,,,,,,,,,,,,Fire,0,0,0,0,0,0,1,2,Major (likely >= $1 million but < $1 billion),1000000,Building partially destroyed,0,,,,,,,0,,,,,,,,,The incident took place during the evening.,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","Christopher Hewitt, ""Political Violence and Terrorism in Modern America: A Chronology,"" Praeger Security International, 2005.",,Hewitt Project,-9,-9,0,-9,
197002080001,1970,2,8,,0,,217,United States,1,North America,New York,New York City,40.697132,-73.931351,1,0,Queens; Woodside,"2/8/1970: In a series of related events, the Armed Revolutionary Independence Movement (MIRA) claimed credit for bombing the General Electric Service Center in Queens, New York, United States.  There were no casualties but the building sustains minor damages.",1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,1,Business,4,Multinational Corporation,General Electric,Queens General Electric Service Center,217,United States,,,,,,,,,,,,,,,,,Armed Revolutionary Independence Movement (MIRA),,,,,,To fight imperialism and exploitation.,0,,,0,-99,-99,1,1,Letter,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Damaged air-conditioning unit and shattered windows.,0,,,,,,,0,,,,,,,,,"Part of a multiple attack with 197002080002 and 197002090003.  MIRA claimed this attack along with 197002060005, 197002060004, and 197002060006 in the same mimeographed sheet sent to the news media.  This was one of many attacks against General Electric targets throughout the United States in a three day period. (197002070001, 197002070002, and 197002090004)  These incidents are not believed to be related.","""2 Bombs Explode at G.E. Buildings,"" New York Times, February 9, 1970.","""Puerto Rican Group Describes Bombings,"" New York Times, February 13, 1970.","William Sater, ""Puerto Rican Terrorists: A Possible Threat to U.S. Energy Installations?,"" RAND, October 1981.",Hewitt Project,0,1,0,1,"197002080001, 197002080002, 197002090003"
197002080002,1970,2,8,,0,,217,United States,1,North America,New York,New York City,40.697132,-73.931351,1,0,Brooklyn; Atlantic Terminal,"2/8/1970: In a series of related events, the Armed Revolutionary Independence Movement (MIRA) claimed credit for bombing the General Electric Service Center in Brooklyn, New York, United States.  There are no casualties but the building sustains minor damages.",1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,1,Business,4,Multinational Corporation,General Electric,Brooklyn General Electric Service Center,217,United States,,,,,,,,,,,,,,,,,Armed Revolutionary Independence Movement (MIRA),,,,,,To fight imperialism and exploitation.,0,,,0,-99,-99,1,1,Letter,,,,,,,,6,Explosives,31,Pipe Bomb,,,,,,,,,,,,,18-inch pipe bomb,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Destroyed a door and shattered windows.,0,,,,,,,0,,,,,,,,,"Part of a multiple attack with 197002080001 and 197002090003. MIRA claimed this attack along with 2197002060005, 197002060004, and 197002060006 in the same mimeographed sheet sent to the news media.  This was one of many attacks against General Electric targets throughout the United States in a three day period. (197002070001, 197002070002, and 197002090004) These incidents are not believed to be related.","""2 Bombs Explode at G.E. Buildings,"" New York Times, February 9, 1970.","""Puerto Rican Group Describes Bombings,"" New York Times, February 13, 1970.","William Sater, ""Puerto Rican Terrorists: A Possible Threat to U.S. Energy Installations?,"" RAND, October 1981.",Hewitt Project,0,1,0,1,"197002080001, 197002080002, 197002090003"
197002090003,1970,2,9,,0,,217,United States,1,North America,New York,New York City,40.697132,-73.931351,1,0,Manhattan,"2/9/1970: In a series of related events, a member of the Armed Revolutionary Independence Movement (MIRA) was suspected of placing a bomb at the General Electric Headquarters in Manhattan, New York, United States.   The bomb was discovered and subsequently removed.",1,1,1,0,,,1,0,0,3,Bombing/Explosion,,,,,1,Business,4,Multinational Corporation,General Electric,General Electric Headquarters,217,United States,,,,,,,,,,,,,,,,,Armed Revolutionary Independence Movement (MIRA),,,,,,To fight imperialism and exploitation.,0,,,0,1,1,1,1,Letter,,,,,,,,6,Explosives,31,Pipe Bomb,,,,,,,,,,,,,Pipe bomb in a paper bag,0,0,0,0,0,0,0,,,,,0,,,,,,,0,,,,,,,,,"Part of a multiple attack with 197002080001 and 197002080002.  MIRA claimed this attack along with 2197002060005, in the same mimeographed sheet sent to the news media.  This was one of many attacks against General Electric targets throughout the United States in a three day period. (197002070001, 197002070002, and 197002090004) These incidents are not believed to be related.","""2 Bombs Explode at G.E. Buildings,"" New York Times, February 9, 1970.","""Puerto Rican Group Describes Bombings,"" New York Times, February 13, 1970.","""Bomb Case Figure Found Guilty Here,"" New York Times, September 19, 1973.",Hewitt Project,0,1,0,1,"197002080001, 197002080002, 197002090003"
197002090004,1970,2,9,,0,,217,United States,1,North America,Ohio,Batavia,39.07859,-84.179414,1,0,,"2/9/1970: Unknown perpetrators in Batavia, Ohio, United States, bombed two cars belonging to Leslie Jewel, an employee of General Electric that was not part of the union.  The automobiles were damaged, but there were no casualties.  There had been a recent labor strike at the nearby General Electric Evendale plant.",1,1,1,1,2,Other Crime Type,0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,68,Named Civilian,Nonunion employee of General Electric in Batavia Ohio,Leslie Jewel,217,United States,,,,,,,,,,,,,,,,,Strikers,,,,,,Protest employees of General Electric who were not union members,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives,28,Dynamite/TNT,,,,,,,,,,,,,Dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,,0,,,,,,,0,,,,,,,,,"This was one of many attacks against General Electric targets throughout the United States in a three day period. (197002080001, 197002080002 and 197002090003, 197002070001 and 197002070002). These incidents are not believed to be related.","""New York GE Offices Damaged by 2 Bombs,"" The Milwaukee Journal, February 9, 1970.","""GE Empolye's Cars Blown Up by Dynamite,"" Hartford Courant, February 10, 1970.",,Hewitt Project,-9,-9,0,-9,
197002100001,1970,2,10,,0,,362,West Germany (FRG),8,Western Europe,Bavaria,Munich,48.139126,11.580186,1,0,,,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,6,Airports & Aircraft,44,Airport,,El Al Passenger Bus & Airport Lounge,97,Israel,,,,,,,,,,,,,,,,,Popular Front for the Liberation of Palestine (PFLP),,,,,,,0,,,0,3,,,,,,,,,,,,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,Automatic firearms,1,,,,,,1,3,Minor (likely < $1 million),60000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,1,1,
197002110001,1970,2,11,"February 11-14, 1970",0,,217,United States,1,North America,Michigan,Ypsilanti,42.263414,-83.665281,1,0,Washtenaw Community College,"2/11/1970: Unknown perpetrators threw a firebomb into a building at Washtenaw Community College in Ypsilanti, Michigan, United States.  There were no casualties, but the buildings sustained an estimated $2,500 in damages.",1,1,1,1,2,Other Crime Type,0,1,0,7,Facility/Infrastructure Attack,,,,,8,Educational Institution,49,School/University/Educational Building,Washtenaw Community College,,217,United States,,,,,,,,,,,,,,,,,Student Radicals,,,,,,,0,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Firebomb thrown into building,0,0,0,0,0,0,1,3,Minor (likely < $1 million),2500,,0,,,,,,,0,,,,,,,,,,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","Christopher Hewitt, ""Political Violence and Terrorism in Modern America: A Chronology,"" Praeger Security International, 2005.",,Hewitt Project,-9,-9,0,-9,
197002130001,1970,2,13,,0,,217,United States,1,North America,California,Berkeley,37.874043,-122.280022,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,3,Police,22,"Police Building (headquarters, station, school)",Berkeley Police Department,Police parking lot,217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,7,,,1,3,Minor (likely < $1 million),8000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
197002130002,1970,2,13,,0,,362,West Germany (FRG),8,Western Europe,Bavaria,Munich,48.139126,11.580186,1,0,,,1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,14,Private Citizens & Property,76,House/Apartment/Residence,,Jewish Old People's Home,75,Germany,,,,,,,,,,,,,,,,,Popular Front for the Liberation of Palestine (PFLP),,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,7,,,9,,,1,3,Minor (likely < $1 million),60000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,1,1,1,
197002130003,1970,2,13,,0,,217,United States,1,North America,California,Berkeley,37.874043,-122.280022,1,0,Parking lot of police station,"2/13/1970: Unknown perpetrators detonated two dynamite bombs in the parking lot of the Berkeley Police Station in California, United States, during a shift change.  Seven police officers were injured, three cars were destroyed, and windows were shattered at nearby buildings.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,3,Police,22,"Police Building (headquarters, station, school)",Police Station,Berkeley Police Station,217,United States,,,,,,,,,,,,,,,,,Black Nationalists,,,,,,To intimidate the police.,1,,,0,-99,-99,0,,,,,,,,,,6,Explosives,28,Dynamite/TNT,,,,,,,,,,,,,Homemade dynamite time bombs,0,0,0,7,7,0,1,3,Minor (likely < $1 million),,Three cars destroyed.  Numerous other vehicles damaged.  Windows shattered at adjacent buildings.,0,,,,,,,0,,,,,,,,,The bombs detonated 30 seconds apart.  The bombs used in the attack were similar to the devices used in the attack against a police station in San Francisco three days later (197002160001).  There was a contentious City Council debate earlier in the week as to whether the police department should receive a helicopter.,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","""Bombs Injure 2 Policemen in Berkeley,"" Washington Post, February 14, 1970.","""San Francisco Bomb Injured 7 Policemen,"" Washington Post, February 18, 1970.",Hewitt Project,-9,-9,0,-9,
197002150001,1970,2,15,,0,,217,United States,1,North America,New York,New York City,40.697132,-73.931351,1,0,Manhattan,"7/15/1970: Unknown perpetrators bombed the Chase Manhattan Bank in Manhattan, New York, United States.  There were no casualties, however, the glass doors of the building and windows were shattered.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,1,Business,3,Bank/Commerce,Chase Manhattan Bank,"Chase Manhattan Bank, East Village Branch",217,United States,,,,,,,,,,,,,,,,,Left-Wing Militants,,,,,,,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Glass door and windows shattered,0,,,,,,,0,,,,,,,,,This was one of many bank bombings in New York City during 1970.,"""Door of Chase Bank Is Damaged By Bomb,"" New York Times, July 15, 1970.","""Bank Blasted,"" The Montreal Gazette, July 16, 1970.","Marcia McKnight Trick, ""Chronology of Incidents of Terroristic, Quasi-Terroristic, and Political Violence in the United States: January 1965 to March 1976,"" National Advisory Committee on Criminal Justice Standards and Goals: Report of the Task Force on Disorders and Terrorism, 1976.",Hewitt Project,-9,-9,0,-9,
197002150002,1970,2,15,,0,,217,United States,1,North America,Oregon,Eugene,44.04483,-123.072606,1,0,,"2/15/1970: Unknown perpetrators set fire to a building housing an R.O.T.C. storage area at the University of Oregon in Eugene, Oregon, United States.  One fireman was injured fighting the blaze and the men's physical education building sustained an estimated $350,000 in damages.  The incident took place a week after the university voted to retain the R.O.T.C. program.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,4,Military,28,Military Recruiting Station/Academy,R.O.T.C.,"R.O.T.C. storage area, University of Oregon",217,United States,,,,,,,,,,,,,,,,,Student Radicals,,,,,,To protest the University of Oregon's decision to retain the R.O.T.C. program,0,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,18,Arson/Fire,,,,,,,,,,,,,Arson,0,0,0,1,1,0,1,3,Minor (likely < $1 million),350000,R.O.T.C. storage area destroyed.  Four class rooms and two offices were destroyed.,0,,,,,,,0,,,,,,,,,The fire was set in the R.O.T.C. storage area.  David Boggs was the fireman who was injured.,"Mike Stahlberg, ""Clues Sought for Cause of UO Fire,"" Eugene Register-Guard, February 17, 1970.","""Students Impede Firemen; R.O.T.C. Offices in Ruins,"" The Milwaukee Journal, February 17, 1970.","Emily Mosen, ""The Reserve Officers' Training Corps: Protests and Perspectives on the University of Oregon Campus in 1969 and 1970,"" University of Oregon, March 14, 2005.",Hewitt Project,-9,-9,0,-9,
197002160001,1970,2,16,,0,,217,United States,1,North America,California,San Francisco,37.755363,-122.443352,1,0,,,1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,3,Police,22,"Police Building (headquarters, station, school)",San Francisco Police Department,police station,217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,1,,,0,,,1,3,Minor (likely < $1 million),3000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,"197002160001, 197002160004"
197002160002,1970,2,16,,0,,217,United States,1,North America,California,Berkeley,37.874043,-122.280022,1,0,,,1,1,1,-9,,,1,1,0,3,Bombing/Explosion,,,,,1,Business,7,Retail/Grocery/Bakery,,department store,217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,0,3,Minor (likely < $1 million),0,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,"197002160002, 197002160003"
197002160003,1970,2,16,,0,,217,United States,1,North America,California,Berkeley,37.874043,-122.280022,1,0,,,1,1,1,-9,,,1,1,0,3,Bombing/Explosion,,,,,1,Business,7,Retail/Grocery/Bakery,,department store,217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,0,3,Minor (likely < $1 million),0,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,"197002160002, 197002160003"
